,Grid_X,Grid_Y,Density
2610,27.0,11.0,0.0
2611,27.0,12.0,0.0
2612,27.0,13.0,0.0
2613,27.0,14.0,0.0
2614,27.0,15.0,0.0
2615,27.0,16.0,0.0
2616,27.0,17.0,0.0
2617,27.0,18.0,0.0
2618,27.0,19.0,0.0
2619,27.0,20.0,0.0
2620,27.0,21.0,0.0
2621,27.0,22.0,0.0
2622,27.0,23.0,0.0
2623,27.0,24.0,0.0
2624,27.0,25.0,0.0
2625,27.0,26.0,0.0
2626,27.0,27.0,0.0
2627,27.0,28.0,0.0
2628,27.0,29.0,0.0
2629,27.0,30.0,0.0
2630,27.0,31.0,0.0
2631,27.0,32.0,0.0
2632,27.0,33.0,0.0
2633,27.0,34.0,0.0
2634,27.0,35.0,0.0
2635,27.0,36.0,0.0
2636,27.0,37.0,0.0
2637,27.0,38.0,0.0
2638,27.0,39.0,0.0
2639,27.0,40.0,0.0
2640,27.0,41.0,0.0
2641,27.0,42.0,0.0
2642,27.0,43.0,0.0
2643,27.0,44.0,0.0
2644,27.0,45.0,0.0
2645,27.0,46.0,0.0
2646,27.0,47.0,0.0
2647,27.0,48.0,0.0
2648,27.0,49.0,0.0
2649,27.0,50.0,0.0
2650,27.0,51.0,0.0
2651,27.0,52.0,0.0
2652,27.0,53.0,0.0
2653,27.0,54.0,0.0
2654,27.0,55.0,0.0
2655,27.0,56.0,0.0
2656,27.0,57.0,0.0
2657,27.0,58.0,0.0
2658,27.0,59.0,0.0
2659,27.0,60.0,0.0
2660,27.0,61.0,0.0
2661,27.0,62.0,0.0
2662,27.0,63.0,0.0
2663,27.0,64.0,0.0
2664,27.0,65.0,0.0
2665,27.0,66.0,0.0
2666,27.0,67.0,0.0
2667,27.0,68.0,0.0
2668,27.0,69.0,0.0
2669,27.0,70.0,0.0
2670,27.0,71.0,0.0
2671,27.0,72.0,0.0
2672,27.0,73.0,0.0
2673,27.0,74.0,0.0
2674,27.0,75.0,0.0
2675,27.0,76.0,0.0
2676,27.0,77.0,0.0
2677,27.0,78.0,0.0
2678,27.0,79.0,0.0
2679,27.0,80.0,0.0
2680,27.0,81.0,0.0
2681,27.0,82.0,0.0
2682,27.0,83.0,0.0
2683,27.0,84.0,0.0
2684,27.0,85.0,0.0
2685,27.0,86.0,0.0
2686,27.0,87.0,0.0
2687,27.0,88.0,0.0
2688,27.0,89.0,0.0
2689,27.0,90.0,0.0
2690,27.0,91.0,0.0
2691,27.0,92.0,0.0
2692,27.0,93.0,0.0
2693,27.0,94.0,0.0
2694,27.0,95.0,0.0
2695,27.0,96.0,0.0
2696,27.0,97.0,0.0
2697,27.0,98.0,0.0
2698,27.0,99.0,0.0
2699,27.0,100.0,0.0
2700,28.0,1.0,0.0
2701,28.0,2.0,0.0
2702,28.0,3.0,0.0
2703,28.0,4.0,0.0
2704,28.0,5.0,0.0
2705,28.0,6.0,0.0
2706,28.0,7.0,0.0
2707,28.0,8.0,0.0
2708,28.0,9.0,0.0
2709,28.0,10.0,0.0
2710,28.0,11.0,0.0
2711,28.0,12.0,0.0
2712,28.0,13.0,0.0
2713,28.0,14.0,0.0
2714,28.0,15.0,0.0
2715,28.0,16.0,0.0
2716,28.0,17.0,0.0
2717,28.0,18.0,0.0
2718,28.0,19.0,0.0
2719,28.0,20.0,0.0
2720,28.0,21.0,0.0
2721,28.0,22.0,0.0
2722,28.0,23.0,0.0
2723,28.0,24.0,0.0
2724,28.0,25.0,0.0
2725,28.0,26.0,0.0
2726,28.0,27.0,0.0
2727,28.0,28.0,0.0
2728,28.0,29.0,0.0
2729,28.0,30.0,0.0
2730,28.0,31.0,0.0
2731,28.0,32.0,0.0
2732,28.0,33.0,0.0
2733,28.0,34.0,0.0
2734,28.0,35.0,0.0
2735,28.0,36.0,0.0
2736,28.0,37.0,0.0
2737,28.0,38.0,0.0
2738,28.0,39.0,0.0
2739,28.0,40.0,0.0
2740,28.0,41.0,0.0
2741,28.0,42.0,0.0
2742,28.0,43.0,0.0
2743,28.0,44.0,0.0
2744,28.0,45.0,0.0
2745,28.0,46.0,0.0
2746,28.0,47.0,0.0
2747,28.0,48.0,0.0
2748,28.0,49.0,0.0
2749,28.0,50.0,0.0
2750,28.0,51.0,0.0
2751,28.0,52.0,0.0
2752,28.0,53.0,0.0
2753,28.0,54.0,0.0
2754,28.0,55.0,0.0
2755,28.0,56.0,0.0
2756,28.0,57.0,0.0
2757,28.0,58.0,0.0
2758,28.0,59.0,0.0
2759,28.0,60.0,0.0
2760,28.0,61.0,0.0
2761,28.0,62.0,0.0
2762,28.0,63.0,0.0
2763,28.0,64.0,0.0
2764,28.0,65.0,0.0
2765,28.0,66.0,0.0
2766,28.0,67.0,0.0
2767,28.0,68.0,0.0
2768,28.0,69.0,0.0
2769,28.0,70.0,0.0
2770,28.0,71.0,0.0
2771,28.0,72.0,0.0
2772,28.0,73.0,0.0
2773,28.0,74.0,0.0
2774,28.0,75.0,0.0
2775,28.0,76.0,0.0
2776,28.0,77.0,0.0
2777,28.0,78.0,0.0
2778,28.0,79.0,0.0
2779,28.0,80.0,0.0
2780,28.0,81.0,0.0
2781,28.0,82.0,0.0
2782,28.0,83.0,0.0
2783,28.0,84.0,0.0
2784,28.0,85.0,0.0
2785,28.0,86.0,0.0
2786,28.0,87.0,0.0
2787,28.0,88.0,0.0
2788,28.0,89.0,0.0
2789,28.0,90.0,0.0
2790,28.0,91.0,0.0
2791,28.0,92.0,0.0
2792,28.0,93.0,0.0
2793,28.0,94.0,0.0
2794,28.0,95.0,0.0
2795,28.0,96.0,0.0
2796,28.0,97.0,0.0
2797,28.0,98.0,0.0
2798,28.0,99.0,0.0
2799,28.0,100.0,0.0
2800,29.0,1.0,0.0
2801,29.0,2.0,0.0
2802,29.0,3.0,0.0
2803,29.0,4.0,0.0
2804,29.0,5.0,0.0
2805,29.0,6.0,0.0
2806,29.0,7.0,0.0
2807,29.0,8.0,0.0
2808,29.0,9.0,0.0
2809,29.0,10.0,0.0
2810,29.0,11.0,0.0
2811,29.0,12.0,0.0
2812,29.0,13.0,0.0
2813,29.0,14.0,0.0
2814,29.0,15.0,0.0
2815,29.0,16.0,0.0
2816,29.0,17.0,0.0
2817,29.0,18.0,0.0
2818,29.0,19.0,0.0
2819,29.0,20.0,0.0
2820,29.0,21.0,0.0
2821,29.0,22.0,0.0
2822,29.0,23.0,0.0
2823,29.0,24.0,0.0
2824,29.0,25.0,0.0
2825,29.0,26.0,0.0
2826,29.0,27.0,0.0
2827,29.0,28.0,0.0
2828,29.0,29.0,0.0
2829,29.0,30.0,0.0
2830,29.0,31.0,0.0
2831,29.0,32.0,0.0
2832,29.0,33.0,0.0
2833,29.0,34.0,0.0
2834,29.0,35.0,0.0
2835,29.0,36.0,0.0
2836,29.0,37.0,0.0
2837,29.0,38.0,0.0
2838,29.0,39.0,0.0
2839,29.0,40.0,0.0
2840,29.0,41.0,0.0
2841,29.0,42.0,0.0
2842,29.0,43.0,0.0
2843,29.0,44.0,0.0
2844,29.0,45.0,0.0
2845,29.0,46.0,0.0
2846,29.0,47.0,0.0
2847,29.0,48.0,0.0
2848,29.0,49.0,0.0
2849,29.0,50.0,0.0
2850,29.0,51.0,0.0
2851,29.0,52.0,0.0
2852,29.0,53.0,0.0
2853,29.0,54.0,0.0
2854,29.0,55.0,0.0
2855,29.0,56.0,0.0
2856,29.0,57.0,0.0
2857,29.0,58.0,0.0
2858,29.0,59.0,0.0
2859,29.0,60.0,0.0
2860,29.0,61.0,0.0
2861,29.0,62.0,0.0
2862,29.0,63.0,0.0
2863,29.0,64.0,0.0
2864,29.0,65.0,0.0
2865,29.0,66.0,0.0
2866,29.0,67.0,0.0
2867,29.0,68.0,0.0
2868,29.0,69.0,0.0
2869,29.0,70.0,0.0
2870,29.0,71.0,0.0
2871,29.0,72.0,0.0
2872,29.0,73.0,0.0
2873,29.0,74.0,0.0
2874,29.0,75.0,0.0
2875,29.0,76.0,0.0
2876,29.0,77.0,0.0
2877,29.0,78.0,0.0
2878,29.0,79.0,0.0
2879,29.0,80.0,0.0
2880,29.0,81.0,0.0
2881,29.0,82.0,0.0
2882,29.0,83.0,0.0
2883,29.0,84.0,0.0
2884,29.0,85.0,0.0
2885,29.0,86.0,0.0
2886,29.0,87.0,0.0
2887,29.0,88.0,0.0
2888,29.0,89.0,0.0
2889,29.0,90.0,0.0
2890,29.0,91.0,0.0
2891,29.0,92.0,0.0
2892,29.0,93.0,0.0
2893,29.0,94.0,0.0
2894,29.0,95.0,0.0
2895,29.0,96.0,0.0
2896,29.0,97.0,0.0
2897,29.0,98.0,0.0
2898,29.0,99.0,0.0
2899,29.0,100.0,0.0
2900,30.0,1.0,0.0
2901,30.0,2.0,0.0
2902,30.0,3.0,0.0
2903,30.0,4.0,0.0
2904,30.0,5.0,0.0
2905,30.0,6.0,0.0
2906,30.0,7.0,0.0
2907,30.0,8.0,0.0
2908,30.0,9.0,0.0
2909,30.0,10.0,0.0
2910,30.0,11.0,0.0
2911,30.0,12.0,0.0
2912,30.0,13.0,0.0
2913,30.0,14.0,0.0
2914,30.0,15.0,0.0
2915,30.0,16.0,0.0
2916,30.0,17.0,0.0
2917,30.0,18.0,0.0
2918,30.0,19.0,0.0
2919,30.0,20.0,0.0
2920,30.0,21.0,0.0
2921,30.0,22.0,0.0
2922,30.0,23.0,0.0
2923,30.0,24.0,0.0
2924,30.0,25.0,0.0
2925,30.0,26.0,0.0
2926,30.0,27.0,0.0
2927,30.0,28.0,0.0
2928,30.0,29.0,0.0
2929,30.0,30.0,0.0
2930,30.0,31.0,0.0
2931,30.0,32.0,0.0
2932,30.0,33.0,0.0
2933,30.0,34.0,0.0
2934,30.0,35.0,0.0
2935,30.0,36.0,0.0
2936,30.0,37.0,0.0
2937,30.0,38.0,0.0
2938,30.0,39.0,0.0
2939,30.0,40.0,0.0
2940,30.0,41.0,0.0
2941,30.0,42.0,0.0
2942,30.0,43.0,0.0
2943,30.0,44.0,0.0
2944,30.0,45.0,0.0
2945,30.0,46.0,0.0
2946,30.0,47.0,0.0
2947,30.0,48.0,0.0
2948,30.0,49.0,0.0
2949,30.0,50.0,0.0
2950,30.0,51.0,0.0
2951,30.0,52.0,0.0
2952,30.0,53.0,0.0
2953,30.0,54.0,0.0
2954,30.0,55.0,0.0
2955,30.0,56.0,0.0
2956,30.0,57.0,0.0
2957,30.0,58.0,0.0
2958,30.0,59.0,0.0
2959,30.0,60.0,0.0
2960,30.0,61.0,0.0
2961,30.0,62.0,0.0
2962,30.0,63.0,0.0
2963,30.0,64.0,0.0
2964,30.0,65.0,0.0
2965,30.0,66.0,0.0
2966,30.0,67.0,0.0
2967,30.0,68.0,0.0
2968,30.0,69.0,0.0
2969,30.0,70.0,0.0
2970,30.0,71.0,0.0
2971,30.0,72.0,0.0
2972,30.0,73.0,0.0
2973,30.0,74.0,0.0
2974,30.0,75.0,0.0
2975,30.0,76.0,0.0
2976,30.0,77.0,0.0
2977,30.0,78.0,0.0
2978,30.0,79.0,0.0
2979,30.0,80.0,0.0
2980,30.0,81.0,0.0
2981,30.0,82.0,0.0
2982,30.0,83.0,0.0
2983,30.0,84.0,0.0
2984,30.0,85.0,0.0
2985,30.0,86.0,0.0
2986,30.0,87.0,0.0
2987,30.0,88.0,0.0
2988,30.0,89.0,0.0
2989,30.0,90.0,0.0
2990,30.0,91.0,0.0
2991,30.0,92.0,0.0
2992,30.0,93.0,0.0
2993,30.0,94.0,0.0
2994,30.0,95.0,0.0
2995,30.0,96.0,0.0
2996,30.0,97.0,0.0
2997,30.0,98.0,0.0
2998,30.0,99.0,0.0
2999,30.0,100.0,0.0
3000,31.0,1.0,0.0
3001,31.0,2.0,0.0
3002,31.0,3.0,0.0
3003,31.0,4.0,0.0
3004,31.0,5.0,0.0
3005,31.0,6.0,0.0
3006,31.0,7.0,0.0
3007,31.0,8.0,0.0
3008,31.0,9.0,0.0
3009,31.0,10.0,0.0
3010,31.0,11.0,0.0
3011,31.0,12.0,0.0
3012,31.0,13.0,0.0
3013,31.0,14.0,0.0
3014,31.0,15.0,0.0
3015,31.0,16.0,0.0
3016,31.0,17.0,0.0
3017,31.0,18.0,0.0
3018,31.0,19.0,0.0
3019,31.0,20.0,0.0
3020,31.0,21.0,0.0
3021,31.0,22.0,0.0
3022,31.0,23.0,0.0
3023,31.0,24.0,0.0
3024,31.0,25.0,0.0
3025,31.0,26.0,0.0
3026,31.0,27.0,0.0
3027,31.0,28.0,0.0
3028,31.0,29.0,0.0
3029,31.0,30.0,0.0
3030,31.0,31.0,0.0
3031,31.0,32.0,0.0
3032,31.0,33.0,0.0
3033,31.0,34.0,0.0
3034,31.0,35.0,0.0
3035,31.0,36.0,0.0
3036,31.0,37.0,0.0
3037,31.0,38.0,0.0
3038,31.0,39.0,0.0
3039,31.0,40.0,0.0
3040,31.0,41.0,0.0
3041,31.0,42.0,0.0
3042,31.0,43.0,0.0
3043,31.0,44.0,0.0
3044,31.0,45.0,0.0
3045,31.0,46.0,0.0
3046,31.0,47.0,0.0
3047,31.0,48.0,0.0
3048,31.0,49.0,0.0
3049,31.0,50.0,
3050,31.0,51.0,
3051,31.0,52.0,0.0
3052,31.0,53.0,0.0
3053,31.0,54.0,0.0
3054,31.0,55.0,0.0
3055,31.0,56.0,0.0
3056,31.0,57.0,0.0
3057,31.0,58.0,0.0
3058,31.0,59.0,0.0
3059,31.0,60.0,0.0
3060,31.0,61.0,0.0
3061,31.0,62.0,0.0
3062,31.0,63.0,0.0
3063,31.0,64.0,0.0
3064,31.0,65.0,0.0
3065,31.0,66.0,0.0
3066,31.0,67.0,0.0
3067,31.0,68.0,0.0
3068,31.0,69.0,0.0
3069,31.0,70.0,0.0
3070,31.0,71.0,0.0
3071,31.0,72.0,0.0
3072,31.0,73.0,0.0
3073,31.0,74.0,0.0
3074,31.0,75.0,0.0
3075,31.0,76.0,0.0
3076,31.0,77.0,0.0
3077,31.0,78.0,0.0
3078,31.0,79.0,0.0
3079,31.0,80.0,0.0
3080,31.0,81.0,0.0
3081,31.0,82.0,0.0
3082,31.0,83.0,0.0
3083,31.0,84.0,0.0
3084,31.0,85.0,0.0
3085,31.0,86.0,0.0
3086,31.0,87.0,0.0
3087,31.0,88.0,0.0
3088,31.0,89.0,0.0
3089,31.0,90.0,0.0
3090,31.0,91.0,0.0
3091,31.0,92.0,0.0
3092,31.0,93.0,0.0
3093,31.0,94.0,0.0
3094,31.0,95.0,0.0
3095,31.0,96.0,0.0
3096,31.0,97.0,0.0
3097,31.0,98.0,0.0
3098,31.0,99.0,0.0
3099,31.0,100.0,0.0
3100,32.0,1.0,0.0
3101,32.0,2.0,0.0
3102,32.0,3.0,0.0
3103,32.0,4.0,0.0
3104,32.0,5.0,0.0
3105,32.0,6.0,0.0
3106,32.0,7.0,0.0
3107,32.0,8.0,0.0
3108,32.0,9.0,0.0
3109,32.0,10.0,0.0
3110,32.0,11.0,0.0
3111,32.0,12.0,0.0
3112,32.0,13.0,0.0
3113,32.0,14.0,0.0
3114,32.0,15.0,0.0
3115,32.0,16.0,0.0
3116,32.0,17.0,0.0
3117,32.0,18.0,0.0
3118,32.0,19.0,0.0
3119,32.0,20.0,0.0
3120,32.0,21.0,0.0
3121,32.0,22.0,0.0
3122,32.0,23.0,0.0
3123,32.0,24.0,0.0
3124,32.0,25.0,0.0
3125,32.0,26.0,0.0
3126,32.0,27.0,0.0
3127,32.0,28.0,0.0
3128,32.0,29.0,0.0
3129,32.0,30.0,0.0
3130,32.0,31.0,0.0
3131,32.0,32.0,0.0
3132,32.0,33.0,0.0
3133,32.0,34.0,0.0
3134,32.0,35.0,0.0
3135,32.0,36.0,0.0
3136,32.0,37.0,0.0
3137,32.0,38.0,0.0
3138,32.0,39.0,0.0
3139,32.0,40.0,0.0
3140,32.0,41.0,0.0
3141,32.0,42.0,0.0
3142,32.0,43.0,0.0
3143,32.0,44.0,0.0
3144,32.0,45.0,0.0
3145,32.0,46.0,0.0
3146,32.0,47.0,0.0
3147,32.0,48.0,0.0
3148,32.0,49.0,0.0
3149,32.0,50.0,0.3672492314655027
3150,32.0,51.0,0.0
3151,32.0,52.0,
3152,32.0,53.0,0.0
3153,32.0,54.0,0.0
3154,32.0,55.0,0.0
3155,32.0,56.0,0.0
3156,32.0,57.0,0.0
3157,32.0,58.0,0.0
3158,32.0,59.0,0.0
3159,32.0,60.0,0.0
3160,32.0,61.0,0.0
3161,32.0,62.0,0.0
3162,32.0,63.0,0.0
3163,32.0,64.0,0.0
3164,32.0,65.0,0.0
3165,32.0,66.0,0.0
3166,32.0,67.0,0.0
3167,32.0,68.0,0.0
3168,32.0,69.0,0.0
3169,32.0,70.0,0.0
3170,32.0,71.0,0.0
3171,32.0,72.0,0.0
3172,32.0,73.0,0.0
3173,32.0,74.0,0.0
3174,32.0,75.0,0.0
3175,32.0,76.0,0.0
3176,32.0,77.0,0.0
3177,32.0,78.0,0.0
3178,32.0,79.0,0.0
3179,32.0,80.0,0.0
3180,32.0,81.0,0.0
3181,32.0,82.0,0.0
3182,32.0,83.0,0.0
3183,32.0,84.0,0.0
3184,32.0,85.0,0.0
3185,32.0,86.0,0.0
3186,32.0,87.0,0.0
3187,32.0,88.0,0.0
3188,32.0,89.0,0.0
3189,32.0,90.0,0.0
3190,32.0,91.0,0.0
3191,32.0,92.0,0.0
3192,32.0,93.0,0.0
3193,32.0,94.0,0.0
3194,32.0,95.0,0.0
3195,32.0,96.0,0.0
3196,32.0,97.0,0.0
3197,32.0,98.0,0.0
3198,32.0,99.0,0.0
3199,32.0,100.0,0.0
3200,33.0,1.0,0.0
3201,33.0,2.0,0.0
3202,33.0,3.0,0.0
3203,33.0,4.0,0.0
3204,33.0,5.0,0.0
3205,33.0,6.0,0.0
3206,33.0,7.0,0.0
3207,33.0,8.0,0.0
3208,33.0,9.0,0.0
3209,33.0,10.0,0.0
3210,33.0,11.0,0.0
3211,33.0,12.0,0.0
3212,33.0,13.0,0.0
3213,33.0,14.0,0.0
3214,33.0,15.0,0.0
3215,33.0,16.0,0.0
3216,33.0,17.0,0.0
3217,33.0,18.0,0.0
3218,33.0,19.0,0.0
3219,33.0,20.0,0.0
3220,33.0,21.0,0.0
3221,33.0,22.0,0.0
3222,33.0,23.0,0.0
3223,33.0,24.0,0.0
3224,33.0,25.0,0.0
3225,33.0,26.0,0.0
3226,33.0,27.0,0.0
3227,33.0,28.0,0.0
3228,33.0,29.0,0.0
3229,33.0,30.0,0.0
3230,33.0,31.0,0.0
3231,33.0,32.0,0.0
3232,33.0,33.0,0.0
3233,33.0,34.0,0.0
3234,33.0,35.0,0.0
3235,33.0,36.0,0.0
3236,33.0,37.0,0.0
3237,33.0,38.0,0.0
3238,33.0,39.0,0.0
3239,33.0,40.0,0.0
3240,33.0,41.0,0.0
3241,33.0,42.0,0.0
3242,33.0,43.0,0.0
3243,33.0,44.0,0.0
3244,33.0,45.0,0.0
3245,33.0,46.0,0.0
3246,33.0,47.0,0.0
3247,33.0,48.0,0.0
3248,33.0,49.0,0.0
3249,33.0,50.0,0.0
3250,33.0,51.0,0.7464321549305537
3251,33.0,52.0,0.02839974233757523
3252,33.0,53.0,0.0
3253,33.0,54.0,0.0
3254,33.0,55.0,0.0
3255,33.0,56.0,0.0
3256,33.0,57.0,0.0
3257,33.0,58.0,0.0
3258,33.0,59.0,0.0
3259,33.0,60.0,0.0
3260,33.0,61.0,0.0
3261,33.0,62.0,0.0
3262,33.0,63.0,0.0
3263,33.0,64.0,0.0
3264,33.0,65.0,0.0
3265,33.0,66.0,0.0
3266,33.0,67.0,0.0
3267,33.0,68.0,0.0
3268,33.0,69.0,0.0
3269,33.0,70.0,0.0
3270,33.0,71.0,0.0
3271,33.0,72.0,0.0
3272,33.0,73.0,0.0
3273,33.0,74.0,0.0
3274,33.0,75.0,0.0
3275,33.0,76.0,0.0
3276,33.0,77.0,0.0
3277,33.0,78.0,0.0
3278,33.0,79.0,0.0
3279,33.0,80.0,0.0
3280,33.0,81.0,0.0
3281,33.0,82.0,0.0
3282,33.0,83.0,0.0
3283,33.0,84.0,0.0
3284,33.0,85.0,0.0
3285,33.0,86.0,0.0
3286,33.0,87.0,0.0
3287,33.0,88.0,0.0
3288,33.0,89.0,0.0
3289,33.0,90.0,0.0
3290,33.0,91.0,0.0
3291,33.0,92.0,0.0
3292,33.0,93.0,0.0
3293,33.0,94.0,0.0
3294,33.0,95.0,0.0
3295,33.0,96.0,0.0
3296,33.0,97.0,0.0
3297,33.0,98.0,0.0
3298,33.0,99.0,0.0
3299,33.0,100.0,0.0
3300,34.0,1.0,0.0
3301,34.0,2.0,0.0
3302,34.0,3.0,0.0
3303,34.0,4.0,0.0
3304,34.0,5.0,0.0
3305,34.0,6.0,0.0
3306,34.0,7.0,0.0
3307,34.0,8.0,0.0
3308,34.0,9.0,0.0
3309,34.0,10.0,0.0
3310,34.0,11.0,0.0
3311,34.0,12.0,0.0
3312,34.0,13.0,0.0
3313,34.0,14.0,0.0
3314,34.0,15.0,0.0
3315,34.0,16.0,0.0
3316,34.0,17.0,0.0
3317,34.0,18.0,0.0
3318,34.0,19.0,0.0
3319,34.0,20.0,0.0
3320,34.0,21.0,0.0
3321,34.0,22.0,0.0
3322,34.0,23.0,0.0
3323,34.0,24.0,0.0
3324,34.0,25.0,0.0
3325,34.0,26.0,0.0
3326,34.0,27.0,0.0
3327,34.0,28.0,0.0
3328,34.0,29.0,0.0
3329,34.0,30.0,0.0
3330,34.0,31.0,0.0
3331,34.0,32.0,0.0
3332,34.0,33.0,0.0
3333,34.0,34.0,0.0
3334,34.0,35.0,0.0
3335,34.0,36.0,0.0
3336,34.0,37.0,0.0
3337,34.0,38.0,0.0
3338,34.0,39.0,0.0
3339,34.0,40.0,0.0
3340,34.0,41.0,0.0
3341,34.0,42.0,0.0
3342,34.0,43.0,0.0
3343,34.0,44.0,0.0
3344,34.0,45.0,0.0
3345,34.0,46.0,0.0
3346,34.0,47.0,0.0
3347,34.0,48.0,0.0
3348,34.0,49.0,0.0
3349,34.0,50.0,
3350,34.0,51.0,
3351,34.0,52.0,0.0
3352,34.0,53.0,0.0
3353,34.0,54.0,0.0
3354,34.0,55.0,0.0
3355,34.0,56.0,0.0
3356,34.0,57.0,0.0
3357,34.0,58.0,0.0
3358,34.0,59.0,0.0
3359,34.0,60.0,0.0
3360,34.0,61.0,0.0
3361,34.0,62.0,
3362,34.0,63.0,0.0
3363,34.0,64.0,0.0
3364,34.0,65.0,0.0
3365,34.0,66.0,0.0
3366,34.0,67.0,0.0
3367,34.0,68.0,0.0
3368,34.0,69.0,0.0
3369,34.0,70.0,0.0
3370,34.0,71.0,0.0
3371,34.0,72.0,0.0
3372,34.0,73.0,0.0
3373,34.0,74.0,0.0
3374,34.0,75.0,0.0
3375,34.0,76.0,0.0
3376,34.0,77.0,0.0
3377,34.0,78.0,0.0
3378,34.0,79.0,0.0
3379,34.0,80.0,0.0
3380,34.0,81.0,0.0
3381,34.0,82.0,0.0
3382,34.0,83.0,0.0
3383,34.0,84.0,0.0
3384,34.0,85.0,0.0
3385,34.0,86.0,0.0
3386,34.0,87.0,0.0
3387,34.0,88.0,0.0
3388,34.0,89.0,0.0
3389,34.0,90.0,0.0
3390,34.0,91.0,0.0
3391,34.0,92.0,0.0
3392,34.0,93.0,0.0
3393,34.0,94.0,0.0
3394,34.0,95.0,0.0
3395,34.0,96.0,0.0
3396,34.0,97.0,0.0
3397,34.0,98.0,0.0
3398,34.0,99.0,0.0
3399,34.0,100.0,0.0
3400,35.0,1.0,0.0
3401,35.0,2.0,0.0
3402,35.0,3.0,0.0
3403,35.0,4.0,0.0
3404,35.0,5.0,0.0
3405,35.0,6.0,0.0
3406,35.0,7.0,0.0
3407,35.0,8.0,0.0
3408,35.0,9.0,0.0
3409,35.0,10.0,0.0
3410,35.0,11.0,0.0
3411,35.0,12.0,0.0
3412,35.0,13.0,0.0
3413,35.0,14.0,0.0
3414,35.0,15.0,0.0
3415,35.0,16.0,0.0
3416,35.0,17.0,0.0
3417,35.0,18.0,0.0
3418,35.0,19.0,0.0
3419,35.0,20.0,0.0
3420,35.0,21.0,0.0
3421,35.0,22.0,0.0
3422,35.0,23.0,0.0
3423,35.0,24.0,0.0
3424,35.0,25.0,0.0
3425,35.0,26.0,0.0
3426,35.0,27.0,0.0
3427,35.0,28.0,0.0
3428,35.0,29.0,0.0
3429,35.0,30.0,0.0
3430,35.0,31.0,0.0
3431,35.0,32.0,0.0
3432,35.0,33.0,0.0
3433,35.0,34.0,0.0
3434,35.0,35.0,0.0
3435,35.0,36.0,0.0
3436,35.0,37.0,0.0
3437,35.0,38.0,0.0
3438,35.0,39.0,0.0
3439,35.0,40.0,0.0
3440,35.0,41.0,0.0
3441,35.0,42.0,0.03140033334540074
3442,35.0,43.0,0.0035063281968216956
3443,35.0,44.0,0.0
3444,35.0,45.0,0.0
3445,35.0,46.0,0.030554920885298428
3446,35.0,47.0,0.0050776302051207915
3447,35.0,48.0,0.0
3448,35.0,49.0,0.0
3449,35.0,50.0,0.0
3450,35.0,51.0,0.022618149756892372
3451,35.0,52.0,0.15688382260562886
3452,35.0,53.0,0.0
3453,35.0,54.0,0.0
3454,35.0,55.0,0.0
3455,35.0,56.0,0.0
3456,35.0,57.0,
3457,35.0,58.0,0.0
3458,35.0,59.0,0.0
3459,35.0,60.0,0.30069645433773645
3460,35.0,61.0,
3461,35.0,62.0,
3462,35.0,63.0,0.0
3463,35.0,64.0,0.0
3464,35.0,65.0,0.0
3465,35.0,66.0,0.0
3466,35.0,67.0,0.0
3467,35.0,68.0,0.0
3468,35.0,69.0,0.0
3469,35.0,70.0,0.0
3470,35.0,71.0,0.0
3471,35.0,72.0,0.0
3472,35.0,73.0,0.0
3473,35.0,74.0,0.0
3474,35.0,75.0,0.0
3475,35.0,76.0,0.0
3476,35.0,77.0,0.0
3477,35.0,78.0,0.0
3478,35.0,79.0,0.0
3479,35.0,80.0,0.0
3480,35.0,81.0,0.0
3481,35.0,82.0,0.0
3482,35.0,83.0,0.0
3483,35.0,84.0,0.0
3484,35.0,85.0,0.0
3485,35.0,86.0,0.0
3486,35.0,87.0,0.0
3487,35.0,88.0,0.0
3488,35.0,89.0,0.0
3489,35.0,90.0,0.0
3490,35.0,91.0,0.0
3491,35.0,92.0,0.0
3492,35.0,93.0,0.0
3493,35.0,94.0,0.0
3494,35.0,95.0,0.0
3495,35.0,96.0,0.0
3496,35.0,97.0,0.0
3497,35.0,98.0,0.0
3498,35.0,99.0,0.0
3499,35.0,100.0,0.0
3500,36.0,1.0,0.0
3501,36.0,2.0,0.0
3502,36.0,3.0,0.0
3503,36.0,4.0,0.0
3504,36.0,5.0,0.0
3505,36.0,6.0,0.0
3506,36.0,7.0,0.0
3507,36.0,8.0,0.0
3508,36.0,9.0,0.0
3509,36.0,10.0,0.0
3510,36.0,11.0,0.0
3511,36.0,12.0,0.0
3512,36.0,13.0,0.0
3513,36.0,14.0,0.0
3514,36.0,15.0,0.0
3515,36.0,16.0,0.0
3516,36.0,17.0,0.0
3517,36.0,18.0,0.0
3518,36.0,19.0,0.0
3519,36.0,20.0,0.0
3520,36.0,21.0,0.0
3521,36.0,22.0,0.0
3522,36.0,23.0,0.0
3523,36.0,24.0,0.0
3524,36.0,25.0,0.0
3525,36.0,26.0,0.0
3526,36.0,27.0,0.0
3527,36.0,28.0,0.0
3528,36.0,29.0,0.0
3529,36.0,30.0,0.0
3530,36.0,31.0,0.0
3531,36.0,32.0,0.0
3532,36.0,33.0,0.0
3533,36.0,34.0,0.0
3534,36.0,35.0,0.0
3535,36.0,36.0,0.0
3536,36.0,37.0,0.0
3537,36.0,38.0,0.0
3538,36.0,39.0,0.0
3539,36.0,40.0,0.0
